id,theme,categorie,difficulte,type,question,reponse,choix2,choix3,choix4,explication,indices,media_url,media_debut,media_duree,actif,utilisations,epoque,anecdote
Q1307,Blind test musique,Chanson française,1,QCM,🎵 Quel est ce titre ?,Manau – La Tribu de Dana,Zebda – Tomber la chemise,Alliance Ethnik – Simple et funky,Ophélie Winter – Dieu m'a donné la foi,1998.,,https://www.youtube.com/watch?v=80hMEKlLVgQ,0,15,oui,0,Années 90,
Q1308,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Lââm – Chanter pour ceux qui sont loin de chez eux,Hélène Ségara – Il y a trop de gens qui t'aiment,Larusso – Tu m'oublieras,Native – Si tu pars,1998. Reprise d'une chanson de Michel Berger (1985).,,https://www.youtube.com/watch?v=t82VZncQ8e8,0,15,oui,0,Années 90,
Q1309,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Kylie Minogue – Can't Get You Out of My Head,Kylie Minogue – Spinning Around,Sophie Ellis-Bextor – Murder on the Dancefloor,Britney Spears – Toxic,2001.,,https://www.youtube.com/watch?v=c18441Eh_WE,0,15,oui,0,Années 2000,
Q1310,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Coldplay – Clocks,Coldplay – The Scientist,Keane – Somewhere Only We Know,Muse – Time Is Running Out,2002.,,https://www.youtube.com/watch?v=PFW2uSCZ0uE,0,15,oui,0,Années 2000,
Q1311,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,Beyoncé – Crazy in Love,Beyoncé – Baby Boy,Destiny's Child – Say My Name,Rihanna – Pon de Replay,2003.,,https://www.youtube.com/watch?v=ViwtNLUqkMY,0,15,oui,0,Années 2000,
Q1312,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,OutKast – Hey Ya!,Gnarls Barkley – Crazy,The Black Eyed Peas – Shut Up,Nelly – Hot in Herre,2003.,,https://www.youtube.com/watch?v=PWgvGjAhvIw,45,15,oui,0,Années 2000,
Q1313,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,The White Stripes – Seven Nation Army,The Killers – Mr. Brightside,Franz Ferdinand – Take Me Out,Arctic Monkeys – I Bet You Look Good on the Dancefloor,2003. Son riff est chanté dans tous les stades.,,https://www.youtube.com/watch?v=0J2QdDbelmY,0,15,oui,0,Années 2000,
Q1314,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,James Blunt – You're Beautiful,James Morrison – You Give Me Something,Daniel Powter – Bad Day,Mika – Grace Kelly,2005.,,https://www.youtube.com/watch?v=oofSnsGkops,0,15,oui,0,Années 2000,
Q1315,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,Shakira – Hips Don't Lie,"Shakira – Whenever, Wherever",Jennifer Lopez – On the Floor,Nelly Furtado – Maneater,2006.,,https://www.youtube.com/watch?v=DUT5rEU6pqM,0,15,oui,0,Années 2000,
Q1316,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Gnarls Barkley – Crazy,OutKast – Hey Ya!,Amy Winehouse – Rehab,Mika – Grace Kelly,2006.,,https://www.youtube.com/watch?v=-N4jf6rtyuw,0,15,oui,0,Années 2000,
Q1317,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,"Mika – Relax, Take It Easy",Mika – Grace Kelly,James Blunt – 1973,Scissor Sisters – I Don't Feel Like Dancin',2006.,,https://www.youtube.com/watch?v=RVmG_d3HKBA,0,15,oui,0,Années 2000,
Q1318,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Lady Gaga – Just Dance,Lady Gaga – Poker Face,Katy Perry – Hot n Cold,Kesha – Tik Tok,2008.,,https://www.youtube.com/watch?v=2Abk1jAONjw,0,15,oui,0,Années 2000,
Q1319,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,The Black Eyed Peas – I Gotta Feeling,The Black Eyed Peas – Where Is the Love?,Flo Rida – Right Round,Taio Cruz – Dynamite,2009.,,https://www.youtube.com/watch?v=uSD4vsh1zDA,10,15,oui,0,Années 2000,
Q1320,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Corneille – Parce qu'on vient de loin,Corneille – Seul au monde,Tété – À la faveur de l'automne,Calogero – En apesanteur,2003.,,https://www.youtube.com/watch?v=Yg4yWdeW8C4,0,15,oui,0,Années 2000,
Q1321,Blind test musique,Chanson française,1,QCM,🎵 Quel est ce titre ?,Tragédie – Hey Oh,Tragédie – Sexy pour moi,Magic System – Premier Gaou,K-Maro – Femme like U,2003.,,https://www.youtube.com/watch?v=QyAUONxHmkE,0,15,oui,0,Années 2000,
Q1322,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Kyo – Le Chemin,Kyo – Dernière danse,Superbus – Butterfly,Indochine – J'ai demandé à la lune,2003.,,https://www.youtube.com/watch?v=CLuOd8xMRRo,0,15,oui,0,Années 2000,
Q1323,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Sinsemilia – Tout le bonheur du monde,Tryo – L'Hymne de nos campagnes,Yannick Noah – Simon Papa Tara,Pierpoljak – Je sais pas jouer,2004.,,https://www.youtube.com/watch?v=dGBQUcQZmYQ,0,15,oui,0,Années 2000,
Q1324,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Amel Bent – Ma philosophie,Amel Bent – Nouveau Français,Jenifer – Au soleil,Chimène Badi – Entre nous,2004.,,https://www.youtube.com/watch?v=D38EUIll1pM,0,15,oui,0,Années 2000,
Q1325,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Olivia Ruiz – J'traîne des pieds,Olivia Ruiz – La Femme chocolat,Zazie – Rue de la paix,Bénabar – L'Effet papillon,2005.,,https://www.youtube.com/watch?v=uduL7z8BkOs,0,15,oui,0,Années 2000,
Q1326,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Bénabar – Le Dîner,Bénabar – L'Effet papillon,Vincent Delerm – Fanny Ardant et moi,Renan Luce – Les Voleurs de swing,2005.,,https://www.youtube.com/watch?v=3X-KbPmOx8s,0,15,oui,0,Années 2000,
Q1327,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Diam's – La Boulette,Diam's – Jeune demoiselle,Sinik – Je réalise,Kery James – Banlieusards,2006.,,https://www.youtube.com/watch?v=OC2R5fvJsxo,10,15,oui,0,Années 2000,
Q1328,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Superbus – Butterfly,Superbus – Lola,Kyo – Le Chemin,Luke – La Tête en arrière,2006.,,https://www.youtube.com/watch?v=CQPNj38WscM,0,15,oui,0,Années 2000,
Q1329,Blind test musique,Chanson française,1,QCM,🎵 Quel est ce titre ?,Christophe Maé – On s'attache,Christophe Maé – Belle demoiselle,Grégoire – Toi + Moi,Yannick Noah – Aux arbres citoyens,2007.,,https://www.youtube.com/watch?v=NeRLnsPNSg0,0,15,oui,0,Années 2000,
Q1330,Blind test musique,Chanson française,1,QCM,🎵 Quel est ce titre ?,Grégoire – Toi + Moi,Christophe Maé – Belle demoiselle,Emmanuel Moire – Le Sourire,Yannick Noah – Métisse,2008.,,https://www.youtube.com/watch?v=1B083_AiXTU,0,15,oui,0,Années 2000,
Q1331,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,Bruno Mars – Just the Way You Are,Bruno Mars – Grenade,Jason Derulo – Whatcha Say,Ne-Yo – So Sick,2010.,,https://www.youtube.com/watch?v=LjhCEhWiKXk,0,15,oui,0,Années 2010,
Q1332,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,Maroon 5 – Moves Like Jagger,Maroon 5 – Payphone,Bruno Mars – Locked Out of Heaven,One Direction – What Makes You Beautiful,2011.,,https://www.youtube.com/watch?v=suRsxpoAc5w,0,15,oui,0,Années 2010,
Q1333,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,LMFAO – Party Rock Anthem,LMFAO – Sexy and I Know It,Pitbull – Give Me Everything,Far East Movement – Like a G6,2011.,,https://www.youtube.com/watch?v=zIh5AHxh-Ok,0,15,oui,0,Années 2010,
Q1334,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,Adele – Someone Like You,Adele – Set Fire to the Rain,Birdy – Skinny Love,Lana Del Rey – Video Games,2011.,,https://www.youtube.com/watch?v=hLQl3WQQoQ0,0,15,oui,0,Années 2010,
Q1335,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Macklemore & Ryan Lewis – Can't Hold Us,Macklemore & Ryan Lewis – Thrift Shop,Imagine Dragons – Radioactive,Fun. – We Are Young,2012.,,https://www.youtube.com/watch?v=VG3JsmOmDqw,0,15,oui,0,Années 2010,
Q1336,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Sia – Chandelier,Sia – Cheap Thrills,Rihanna – Diamonds,Lorde – Royals,2014.,,https://www.youtube.com/watch?v=2vjPBrBU-TM,0,15,oui,0,Années 2010,
Q1337,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Clean Bandit – Rather Be,Clean Bandit – Rockabye,Disclosure – Latch,Jess Glynne – Hold My Hand,2014.,,https://www.youtube.com/watch?v=m-M1AtrxztU,0,15,oui,0,Années 2010,
Q1338,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,OMI – Cheerleader,Kygo – Firestone,Lost Frequencies – Are You With Me,Robin Schulz – Prayer in C,2014.,,https://www.youtube.com/watch?v=jGflUbPQfW8,0,15,oui,0,Années 2010,
Q1339,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Major Lazer & DJ Snake – Lean On,DJ Snake – Turn Down for What,Kygo – Stole the Show,Calvin Harris – This Is What You Came For,2015.,,https://www.youtube.com/watch?v=YqeW9_5kURI,0,15,oui,0,Années 2010,
Q1340,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,Justin Timberlake – Can't Stop the Feeling!,Justin Timberlake – SexyBack,Pharrell Williams – Freedom,Bruno Mars – That's What I Like,2016.,,https://www.youtube.com/watch?v=ru0K8uYEZWw,0,15,oui,0,Années 2010,
Q1341,Blind test musique,Chanson française,1,QCM,🎵 Quel est ce titre ?,Maître Gims – Bella,Maître Gims – J'me tire,Sexion d'Assaut – Désolé,Black M – Sur ma route,2013.,,https://www.youtube.com/watch?v=rMltoD1jCGI,20,15,oui,0,Années 2010,
Q1342,Blind test musique,Chanson française,1,QCM,🎵 Quel est ce titre ?,Black M – Sur ma route,Black M – Je garde le sourire,Soprano – Cosmo,Maître Gims – Bella,2014.,,https://www.youtube.com/watch?v=U-Z_bZS8t3M,10,15,oui,0,Années 2010,
Q1343,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Soprano – Cosmo,Soprano – Clown,Black M – Sur ma route,Kendji Girac – Color Gitano,2014.,,https://www.youtube.com/watch?v=WDfxsnyOkeg,0,15,oui,0,Années 2010,
Q1344,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Vianney – Pas là,Vianney – Je m'en vais,Kendji Girac – Andalouse,Louane – Avenir,2015.,,https://www.youtube.com/watch?v=nBI0bDH8W28,0,15,oui,0,Années 2010,
Q1345,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Jul – On m'appelle l'ovni,Jul – Tchikita,Naps – La kiffance,SCH – Champs-Élysées,2016.,,https://www.youtube.com/watch?v=qWpBduQKTMY,0,15,oui,0,Années 2010,
Q1346,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Bigflo & Oli – Dommage,Bigflo & Oli – Plus tard,Orelsan – Basique,Vianney – Je m'en vais,2017.,,https://www.youtube.com/watch?v=8AF-Sm8d8yk,0,15,oui,0,Années 2010,
Q1347,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Clara Luciani – La Grenade,Clara Luciani – Les Fleurs,Angèle – Balance ton quoi,Juliette Armanet – L'Amour en solitaire,2018.,,https://www.youtube.com/watch?v=85m-Qgo9_nE,0,15,oui,0,Années 2010,
Q1348,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Angèle & Roméo Elvis – Tout oublier,Angèle – La Loi de Murphy,Clara Luciani – La Grenade,Eddy de Pretto – Kid,2018.,,https://www.youtube.com/watch?v=Fy1xQSiLx8U,0,15,oui,0,Années 2010,
Q1349,Blind test musique,Chanson française,1,QCM,🎵 Quel est ce titre ?,Aya Nakamura – Pookie,Aya Nakamura – Copines,Dadju – Reine,Wejdene – Anissa,2019.,,https://www.youtube.com/watch?v=_bPa-VG0AWo,0,15,oui,0,Années 2010,
Q1350,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Dadju – Reine,Dadju – Jaloux,Tayc – N'y pense plus,Aya Nakamura – Pookie,2019.,,https://www.youtube.com/watch?v=tVKaN_H35xs,0,15,oui,0,Années 2010,
Q1351,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Glass Animals – Heat Waves,The Kid LAROI & Justin Bieber – Stay,Harry Styles – As It Was,Tame Impala – The Less I Know the Better,2020.,,https://www.youtube.com/watch?v=mRD0-GxqHVo,0,15,oui,0,Années 2020,
Q1352,Blind test musique,International,2,QCM,🎵 Quel est ce titre ?,Olivia Rodrigo – drivers license,Olivia Rodrigo – good 4 u,Billie Eilish – Happier Than Ever,Taylor Swift – cardigan,2021.,,https://www.youtube.com/watch?v=ZmDBbnmKpqQ,0,15,oui,0,Années 2020,
Q1353,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,Harry Styles – As It Was,Harry Styles – Watermelon Sugar,The Weeknd – Blinding Lights,Glass Animals – Heat Waves,2022.,,https://www.youtube.com/watch?v=H5v3kku4y6Q,0,15,oui,0,Années 2020,
Q1354,Blind test musique,International,1,QCM,🎵 Quel est ce titre ?,Miley Cyrus – Flowers,Miley Cyrus – Wrecking Ball,Dua Lipa – Houdini,Taylor Swift – Anti-Hero,2023.,,https://www.youtube.com/watch?v=G7KNmW9a75Y,0,15,oui,0,Années 2020,
Q1355,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Stromae – Santé,Stromae – L'Enfer,Orelsan – La Quête,Pomme – Very Bad,2021.,,https://www.youtube.com/watch?v=P3QS83ubhHE,0,15,oui,0,Années 2020,
Q1356,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Angèle – Bruxelles je t'aime,Angèle – Balance ton quoi,Clara Luciani – Le Reste,Pomme – Anxiété,2021.,,https://www.youtube.com/watch?v=a79iLjV-HKw,0,15,oui,0,Années 2020,
Q1357,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Barbara Pravi – Voilà,Amir – J'ai cherché,Slimane – Mon amour,Pomme – Les Oiseaux,2021 : 2e place à l'Eurovision pour la France.,,https://www.youtube.com/watch?v=kTaOHpWz3og,0,15,oui,0,Années 2020,
Q1358,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Zaho de Sagazan – La Symphonie des éclairs,Zaho de Sagazan – Aspiration,Clara Luciani – Respire encore,Pierre de Maere – Un jour je marierai un ange,2023.,,https://www.youtube.com/watch?v=pqo59FkF_5g,0,15,oui,0,Années 2020,
Q1359,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Santa – Popcorn salé,Santa – Recommence-moi,Pierre Garnier – Ceux qu'on était,Zaho de Sagazan – La Symphonie des éclairs,2024.,,https://www.youtube.com/watch?v=5RM8GCD6xQM,0,15,oui,0,Années 2020,
Q1360,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Pierre Garnier – Ceux qu'on était,Pierre Garnier – Nous on sait,Santa – Popcorn salé,Slimane – Mon amour,2024.,,https://www.youtube.com/watch?v=xhG45EjK14I,0,15,oui,0,Années 2020,
Q1361,Blind test cinéma,Musiques de films,4,QCM,🎬 De quel film vient cette musique ?,Les Parapluies de Cherbourg,Les Demoiselles de Rochefort,Peau d'âne,Un homme et une femme,Michel Legrand (1964). Palme d'or à Cannes.,Les Demoiselles de Rochefort sont aussi de Legrand : piège.,https://www.youtube.com/watch?v=LKwX0Z2EUow,0,15,oui,0,Avant 1970,
Q1362,Blind test cinéma,Musiques de films,1,QCM,🎬 De quel film vient cette musique ?,Mary Poppins,Le Livre de la jungle,Les Aristochats,Chitty Chitty Bang Bang,« Supercalifragilisticexpidélilicieux » (1964).,,https://www.youtube.com/watch?v=xJbtQUvJb3k,0,15,oui,0,Avant 1970,
Q1363,Blind test cinéma,Musiques de films,4,QCM,🎬 De quel film vient cette musique ?,Un homme et une femme,Les Parapluies de Cherbourg,Jules et Jim,Love Story,Francis Lai (1966) : le célèbre « chabadabada ».,,https://www.youtube.com/watch?v=M4yo58nTvhU,0,15,oui,0,Avant 1970,
Q1364,Blind test cinéma,Musiques de films,1,QCM,🎬 De quel film vient cette musique ?,Le Livre de la jungle,Le Roi lion,Robin des Bois,Les Aristochats,« Il en faut peu pour être heureux » (1967).,,https://www.youtube.com/watch?v=peR2EDHpd4w,20,15,oui,0,Avant 1970,
Q1365,Blind test cinéma,Musiques de films,3,QCM,🎬 De quel film vient cette musique ?,Il était une fois dans l'Ouest,"Le Bon, la Brute et le Truand",Pour une poignée de dollars,Mon nom est Personne,"L'homme à l'harmonica, Ennio Morricone (1968).",,https://www.youtube.com/watch?v=wWtqkz6SH1Y,0,15,oui,0,Avant 1970,
Q1366,Blind test cinéma,Musiques de films,4,QCM,🎬 De quel film vient cette musique ?,Love Story,Un homme et une femme,Autant en emporte le vent,Sur la route de Madison,"Francis Lai (1970), Oscar de la meilleure musique.",,https://www.youtube.com/watch?v=53Nh3XxBiWg,0,15,oui,0,Années 70,
Q1367,Blind test cinéma,Musiques de films,4,QCM,🎬 De quel film vient cette musique ?,Le Grand Blond avec une chaussure noire,Les Aventures de Rabbi Jacob,La Boum,Le Dîner de cons,"Vladimir Cosma, avec la flûte de pan de Gheorghe Zamfir (1972).",,https://www.youtube.com/watch?v=IMizGzihm6U,0,15,oui,0,Années 70,
Q1368,Blind test cinéma,Musiques de films,2,QCM,🎬 De quel film vient cette musique ?,La Boum,La Boum 2,L'Étudiante,Diabolo menthe,"« Reality », chanté par Richard Sanderson (1980).",,https://www.youtube.com/watch?v=5zq0_x77aAE,0,15,oui,0,Années 80,
Q1369,Blind test cinéma,Musiques de films,3,QCM,🎬 De quel film vient cette musique ?,Les Chariots de feu,Rocky,Blade Runner,Gandhi,Vangelis (1981). Blade Runner est aussi de Vangelis !,,https://www.youtube.com/watch?v=8a-HfNE3EIo,0,15,oui,0,Années 80,
Q1370,Blind test cinéma,Musiques de films,2,QCM,🎬 De quel film vient cette musique ?,Pretty Woman,Coup de foudre à Notting Hill,Dirty Dancing,Ghost,"« Oh, Pretty Woman » de Roy Orbison, reprise dans le film de 1990.",,https://www.youtube.com/watch?v=3KFvoDDs0XM,0,15,oui,0,Années 90,
Q1371,Blind test cinéma,Musiques de films,2,QCM,🎬 De quel film vient cette musique ?,Ghost,Pretty Woman,Titanic,Bodyguard,« Unchained Melody » des Righteous Brothers (film de 1990).,,https://www.youtube.com/watch?v=Zv8czIoAw5w,0,15,oui,0,Années 90,
Q1372,Blind test cinéma,Musiques de films,1,QCM,🎬 De quel film vient cette musique ?,Aladdin,La Belle et la Bête,Pocahontas,Hercule,« Ce rêve bleu » (1992).,,https://www.youtube.com/watch?v=g6GnyHc9qNs,0,15,oui,0,Années 90,
Q1373,Blind test cinéma,Musiques de films,2,QCM,🎬 De quel film vient cette musique ?,Jurassic Park,King Kong,Godzilla,Indiana Jones,John Williams (1993).,,https://www.youtube.com/watch?v=lDlU08RU7Tk,0,15,oui,0,Années 90,
Q1374,Blind test cinéma,Musiques de films,3,QCM,🎬 De quel film vient cette musique ?,Matrix,Blade,Fight Club,Mission : Impossible,« Clubbed to Death » de Rob Dougan (1999).,,https://www.youtube.com/watch?v=JlDBqvc7Mw0,0,15,oui,0,Années 90,
Q1375,Blind test cinéma,Musiques de films,3,QCM,🎬 De quel film vient cette musique ?,Kill Bill,Pulp Fiction,Django Unchained,Sin City,"« Twisted Nerve », sifflée par Elle Driver (2003).",,https://www.youtube.com/watch?v=3CamXKi002Q,0,15,oui,0,Années 2000,
Q1376,Blind test cinéma,Musiques de films,3,QCM,🎬 De quel film vient cette musique ?,Avengers,Iron Man,Captain America,Les Gardiens de la Galaxie,Alan Silvestri (2012).,,https://www.youtube.com/watch?v=XNCQZ0wxphY,0,15,oui,0,Années 2010,
Q1377,Blind test cinéma,Musiques de films,4,QCM,🎬 De quel film vient cette musique ?,La La Land,Whiplash,The Greatest Showman,Chantons sous la pluie,"« Mia & Sebastian's Theme », Justin Hurwitz (2016).",,https://www.youtube.com/watch?v=Wk7RrtEGDyo,0,15,oui,0,Années 2010,
Q1378,Blind test cinéma,Musiques de films,2,QCM,🎬 De quel film vient cette musique ?,Coco,Encanto,Vaiana,Soul,« Ne m'oublie pas » (2017).,,https://www.youtube.com/watch?v=7G93QfoOAkk,0,15,oui,0,Années 2010,
Q1379,Blind test cinéma,Musiques de films,3,QCM,🎬 De quel film vient cette musique ?,Spider-Man : New Generation,Black Panther,Venom,Les Indestructibles 2,« Sunflower » de Post Malone et Swae Lee (2018).,,https://www.youtube.com/watch?v=ApXoWvfEYVU,0,15,oui,0,Années 2010,
Q1380,Blind test cinéma,Musiques de films,2,QCM,🎬 De quel film vient cette musique ?,La Reine des neiges 2,Vaiana,Raiponce,Encanto,"« Into the Unknown » (« Dans un autre monde »), 2019.",,https://www.youtube.com/watch?v=gIOyB9ZXn8s,0,15,oui,0,Années 2010,
Q1381,Blind test cinéma,Musiques de films,5,QCM,🎬 De quel film vient cette musique ?,Dune,Interstellar,Blade Runner 2049,Oppenheimer,Hans Zimmer (2021).,,https://www.youtube.com/watch?v=BdtiYwSP9ko,0,15,oui,0,Années 2020,
Q1382,Blind test cinéma,Musiques de films,3,QCM,🎬 De quel film vient cette musique ?,Top Gun : Maverick,A Star Is Born,Mission : Impossible,Mourir peut attendre,« Hold My Hand » de Lady Gaga (2022).,,https://www.youtube.com/watch?v=O2CIAKVTOrc,10,15,oui,0,Années 2020,
Q1383,Blind test cinéma,Musiques de films,2,QCM,🎬 De quel film vient cette musique ?,Barbie,Wonka,Mean Girls,Wicked,« Dance the Night » de Dua Lipa (2023).,,https://www.youtube.com/watch?v=hCLkVrp_4CE,0,15,oui,0,Années 2020,
Q1384,Blind test cinéma,Musiques de films,5,QCM,🎬 De quel film vient cette musique ?,Oppenheimer,Interstellar,Dune,Tenet,"Ludwig Göransson, Oscar de la meilleure musique (2024).",,https://www.youtube.com/watch?v=4JZ-o3iAJv4,0,15,oui,0,Années 2020,
Q1385,Blind test cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ?,Les Tontons flingueurs,Le cave se rebiffe,Un singe en hiver,Mélodie en sous-sol,"« Les cons, ça ose tout… » (dialogues de Michel Audiard).",,https://www.youtube.com/watch?v=HmI6co3ensE,0,15,oui,0,Avant 1970,
Q1386,Blind test cinéma,Répliques,4,QCM,🎬 De quel film vient cette réplique ?,Le Corniaud,La Grande Vadrouille,Le Gendarme de Saint-Tropez,Fantômas,"« Elle va marcher beaucoup moins bien, forcément ! » (Bourvil).",,https://www.youtube.com/watch?v=ncf--ybwDbo,0,15,oui,0,Avant 1970,
Q1387,Blind test cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ?,La Grande Vadrouille,Le Corniaud,Les Aventures de Rabbi Jacob,La Folie des grandeurs,"« Il n'y a pas d'hélice, hélas ! »",,https://www.youtube.com/watch?v=3zUrpCZ261Q,0,15,oui,0,Avant 1970,
Q1388,Blind test cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ?,Le Parrain,Les Affranchis,Scarface,Il était une fois en Amérique,« Je vais lui faire une offre qu'il ne pourra pas refuser. »,Extrait d'1 min 30 : ajuster le début si la réplique tombe après.,https://www.youtube.com/watch?v=2nnyYMqMai0,0,15,oui,0,Années 70,
Q1389,Blind test cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ?,Les Aventures de Rabbi Jacob,La Grande Vadrouille,Le Corniaud,L'Aile ou la Cuisse,"« Salomon, vous êtes juif ? » (Louis de Funès).",Ajuster le début si besoin.,https://www.youtube.com/watch?v=m1vL8iTNJmg,0,15,oui,0,Années 70,
Q1390,Blind test cinéma,Répliques,4,QCM,🎬 De quel film vient cette réplique ?,Les Dents de la mer,Orca,Abyss,Moby Dick,« Il nous faudrait un plus gros bateau. »,,https://www.youtube.com/watch?v=r6Y7HXfvRa0,0,15,oui,0,Années 70,
Q1391,Blind test cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ?,Les Bronzés font du ski,Les Bronzés,Le Père Noël est une ordure,"Viens chez moi, j'habite chez une copine","« Sur un malentendu, ça peut marcher. » (Jean-Claude Dusse).",Piège : « Les Bronzés » tout court est le premier film (1978).,https://www.youtube.com/watch?v=6KZo-xKxuLY,0,15,oui,0,Années 70,
Q1392,Blind test cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ?,Le Père Noël est une ordure,Les Bronzés,Papy fait de la résistance,Le Dîner de cons,"« C'est cela, oui… » (Thérèse).",,https://www.youtube.com/watch?v=BX6zSOLm9-Q,0,15,oui,0,Années 80,
Q1393,Blind test cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ?,Terminator,RoboCop,Predator,Total Recall,« I'll be back. » (Arnold Schwarzenegger).,,https://www.youtube.com/watch?v=I-9dthiJw-Q,0,15,oui,0,Années 80,
Q1394,Blind test cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ?,Les Visiteurs,La Vérité si je mens !,Le Père Noël est une ordure,Les Bronzés,« Okayyy ! » (Jacquouille la Fripouille).,,https://www.youtube.com/watch?v=L48rDuvgYKk,0,15,oui,0,Années 90,
Q1395,Blind test cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ?,Forrest Gump,Rain Man,Big Fish,Le Terminal,"« La vie, c'est comme une boîte de chocolats… »",,https://www.youtube.com/watch?v=SmxQ_HjeyP8,0,15,oui,0,Années 90,
Q1396,Blind test cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ?,La Haine,Taxi,Les Misérables,Banlieue 13,"« Jusqu'ici tout va bien… » (Mathieu Kassovitz, 1995).",,https://www.youtube.com/watch?v=AyKookhlYeA,0,15,oui,0,Années 90,
Q1397,Blind test cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ?,Toy Story,Le Monde de Nemo,Monstres & Cie,Cars,« Vers l'infini et au-delà ! » (Buzz l'Éclair).,,https://www.youtube.com/watch?v=hUxRkuL_LMU,0,15,oui,0,Années 90,
Q1398,Blind test cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ?,Le Dîner de cons,Les Visiteurs,La Chèvre,Le Placard,« Il s'appelle Juste Leblanc. »,,https://www.youtube.com/watch?v=LEoGqNrR7-E,0,15,oui,0,Années 90,
Q1399,Blind test cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ?,Le Seigneur des anneaux : La Communauté de l'anneau,Harry Potter à l'école des sorciers,Le Hobbit,Le Monde de Narnia,« Vous ne passerez pas ! » (Gandalf).,,https://www.youtube.com/watch?v=LtJ51d1rTbA,0,15,oui,0,Années 2000,
Q1400,Blind test cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ?,Astérix et Obélix : Mission Cléopâtre,Astérix aux Jeux olympiques,Kaamelott : Premier Volet,"OSS 117 : Le Caire, nid d'espions","Le monologue d'Otis, le scribe (Édouard Baer).",,https://www.youtube.com/watch?v=TEVzxycBBUU,0,15,oui,0,Années 2000,
